dataset,query_size,query_mode,query_index,nlf_time,order,load_time,filter_time,build_table_time,plan_time,enumerate_time,n_embeddings,n_intersections
youtube2007,8,dense,61,2.9575,5 0 2 3 1 4 6 7 
youtube2007,8,dense,62,2.7521,4 6 7 5 3 0 2 1 ,13.3624,0.1111,0.1260,0.0001,3.3809,28048280,25250276
youtube2007,8,dense,63,2.7535,1 2 0 4 5 3 6 7 ,13.3531,0.6626,0.2552,0.0001,4.1146,152441966,13605473
youtube2007,8,dense,64,2.6301,2 3 4 6 5 0 1 7 ,13.3206,0.6018,0.2499,0.0005,4.2411,69622656,52567496
youtube2007,8,dense,65,2.6217,2 5 3 4 0 6 1 7 
youtube2007,8,dense,66,2.5907,4 6 1 5 2 3 7 0 
youtube2007,8,dense,67,2.4162,3 1 4 6 2 0 5 7 ,12.3796,0.3150,0.1596,0.0001,0.7922,12137792,4376573
youtube2007,8,dense,68,2.3039,0 4 7 5 6 1 2 3 ,11.6686,0.4304,0.1661,0.0002,0.2075,9340899,1659566
youtube2007,8,dense,69,2.3961,1 6 2 3 4 0 7 5 ,11.7359,0.2696,0.1293,0.0002,0.2629,2464846,4001623
youtube2007,8,dense,70,2.7536,1 0 3 5 4 7 2 6 
youtube2007,8,dense,71,3.1338,2 7 3 4 6 0 5 1 
youtube2007,8,dense,72,2.7442,2 5 4 6 7 0 1 3 
youtube2007,8,dense,73,2.5977,1 3 4 5 0 2 6 7 ,12.8105,0.1087,0.1265,0.0001,2.5222,51800920,12971440
youtube2007,8,dense,74,2.6834,2 1 3 4 6 5 7 0 
youtube2007,8,dense,75,2.5261,6 5 0 1 3 4 2 7 ,12.2842,0.2553,0.1340,0.0001,0.0443,2060176,217958
youtube2007,8,dense,76,2.5518,5 7 0 3 1 6 2 4 
youtube2007,8,dense,77,2.4313,7 6 2 5 3 4 1 0 
youtube2007,8,dense,78,2.3884,1 4 5 6 0 2 7 3 ,11.6853,0.2885,0.2185,0.0006,642.6276,18627072316,2619898656
youtube2007,8,dense,79,2.2714,0 7 1 4 5 6 2 3 ,11.9874,0.8396,0.3779,0.0003,306.1457,17630524852,704303428
youtube2007,8,dense,80,2.3016,3 1 0 2 5 7 4 6 
youtube2007,8,dense,81,2.9008,3 4 5 6 7 1 2 0 ,14.0776,3.3337,1.5039,0.0061,245.5430,9893840194,1380096604
youtube2007,8,dense,82,2.6102,1 0 2 3 5 4 6 7 
youtube2007,8,dense,83,2.6204,5 2 3 6 7 1 0 4 
youtube2007,8,dense,84,2.6049,4 3 2 5 0 1 6 7 ,12.8761,1.5104,0.5671,0.0007,67.3003,5765328428,87515598
youtube2007,8,dense,85,2.7203,0 4 5 3 2 7 6 1 ,12.9541,0.3284,0.1549,0.0001,0.4129,24644806,1461218
youtube2007,8,dense,86,2.7176,2 3 7 5 1 4 6 0 ,13.0270,3.3277,1.5820,0.0110,549.1663,41742723954,885458800
youtube2007,8,dense,87,2.7021,4 7 2 3 5 1 6 0 ,13.0671,0.2527,0.1340,0.0001,60.2171,1136773470,150836699
youtube2007,8,dense,88,2.7056,4 7 1 6 2 5 3 0 
youtube2007,8,dense,89,2.7158,1 0 3 2 4 7 5 6 ,13.0548,1.2257,0.6550,0.0006,892.2827,5814024312,1758589949
youtube2007,8,dense,90,2.4458,0 5 4 1 6 2 3 7 ,12.0793,0.0863,0.1066,0.0000,0.0020,7396,15765
youtube2007,8,dense,91,3.2749,3 7 4 5 2 0 6 1 ,14.4228,1.7105,0.7116,0.0011,1013.8414,84395191176,1182169660
youtube2007,8,dense,92,2.6276,0 4 6 7 5 2 1 3 
youtube2007,8,dense,93,2.5935,4 1 7 0 2 3 6 5 
youtube2007,8,dense,94,2.6033,3 6 4 2 7 5 0 1 ,12.7882,1.2688,0.4245,0.0015,25.6800,128830004,115952204
youtube2007,8,dense,95,2.7222,0 3 4 5 6 2 7 1 ,13.0704,0.6522,0.3000,0.0007,183.9434,16257357230,122628611
youtube2007,8,dense,96,2.6965,3 2 0 6 7 5 1 4 
youtube2007,8,dense,97,2.5076,1 2 7 3 4 5 6 0 
youtube2007,8,dense,98,2.7111,1 4 6 2 5 7 0 3 ,12.0570,0.1605,0.1453,0.0002,132.7293,3867011564,383331143
youtube2007,8,dense,99,2.2910,4 7 1 2 5 6 0 3 ,11.5516,0.0999,0.1031,0.0000,0.0080,21995,70469
youtube2007,8,dense,100,2.2966,3 5 6 7 0 2 4 1 
youtube2007,8,sparse,1,2.8796,1 4 3 6 5 2 7 0 ,13.9607,0.1829,0.1333,0.0001,0.1048,6801281,933143
youtube2007,8,sparse,2,2.8022,2 7 1 5 0 4 3 6 ,13.4989,0.7906,0.4465,0.0016,697.3399,21830099425,1077648695
youtube2007,8,sparse,3,2.6048,6 5 3 2 4 1 0 7 
youtube2007,8,sparse,4,2.6907,1 3 4 7 2 0 5 6 
youtube2007,8,sparse,5,2.6977,0 5 7 1 4 6 3 2 ,12.9863,0.1165,0.1298,0.0003,6.2272,447209421,5731501
youtube2007,8,sparse,6,2.7030,1 4 5 3 2 6 0 7 ,12.9786,0.6168,0.2300,0.0004,7.3743,202680341,10933047
youtube2007,8,sparse,7,2.7029,3 2 1 7 0 6 5 4 ,12.9920,0.1448,0.1240,0.0001,1.8691,94999955,3666798
youtube2007,8,sparse,8,2.6958,5 3 1 2 0 4 6 7 
youtube2007,8,sparse,9,2.9623,5 1 4 2 3 0 6 7 
youtube2007,8,sparse,10,2.5306,0 5 3 6 2 4 7 1 ,12.2911,0.0848,0.1104,0.0000,0.0018,38499,1700
youtube2007,8,sparse,11,2.8725,7 5 3 6 2 4 0 1 
youtube2007,8,sparse,12,2.8488,7 0 4 6 5 2 1 3 
youtube2007,8,sparse,13,2.7457,6 4 5 7 1 0 2 3 ,13.3296,2.3083,0.9413,0.0273,1037.5762,6227460784,1332239860
youtube2007,8,sparse,14,2.9867,0 7 3 4 5 6 2 1 ,13.2230,2.9474,1.2181,0.0059,136.2215,10218984832,59173479
youtube2007,8,sparse,15,2.6881,6 2 4 5 7 3 0 1 ,13.2581,0.6907,0.2432,0.0005,17.6506,2331668142,558708
youtube2007,8,sparse,16,2.5988,5 4 6 1 0 2 3 7 ,12.8172,1.8737,0.6407,0.0075,64.3779,1543726926,340064238
youtube2007,8,sparse,17,2.6777,0 5 3 6 2 1 7 4 
youtube2007,8,sparse,18,2.6996,3 4 5 7 6 0 1 2 
youtube2007,8,sparse,19,2.3166,2 6 5 3 4 0 1 7 ,11.6979,0.3224,0.1211,0.0004,3.8738,80157,138238307
youtube2007,8,sparse,20,2.3705,4 5 0 2 3 1 6 7 
youtube2007,8,sparse,21,3.4274,7 2 3 5 0 1 4 6 ,14.9587,0.4244,0.1933,0.0002,8.8467,30171076,37943716
youtube2007,8,sparse,22,2.6911,1 2 4 7 6 3 5 0 
youtube2007,8,sparse,23,2.6925,4 2 3 5 7 6 0 1 ,13.1307,0.3768,0.1595,0.0001,0.0802,6328838,127008
youtube2007,8,sparse,24,2.8463,7 4 1 6 2 5 3 0 ,13.7697,1.4793,0.5570,0.0053,208.9875,15258440598,108852495
youtube2007,8,sparse,25,2.6109,2 6 1 7 4 3 0 5 ,12.8923,0.2060,0.2087,0.0007,63.1437,3847241262,47361210
youtube2007,8,sparse,26,2.6011,4 3 6 1 5 7 0 2 ,12.8219,0.9266,0.3287,0.0009,6.1378,467197878,4401189
youtube2007,8,sparse,27,2.5986,5 7 3 6 1 0 2 4 
youtube2007,8,sparse,28,2.6967,0 3 5 1 2 4 7 6 ,12.9441,1.7456,0.6206,0.0011,235.5280,30794348148,28256177
youtube2007,8,sparse,29,2.7261,2 0 5 6 4 7 3 1 ,13.3743,0.0839,0.1166,0.0001,0.0541,557762,598108
youtube2007,8,sparse,30,2.5970,0 4 6 5 3 1 2 7 
youtube2007,8,sparse,31,2.8893,1 3 4 2 5 6 0 7 
youtube2007,8,sparse,32,2.7522,0 2 6 3 5 7 1 4 ,13.3107,0.7382,0.3289,0.0008,624.1101,12519768722,2619229709
youtube2007,8,sparse,33,2.6250,4 3 5 6 2 7 0 1 ,12.9200,0.3536,0.1656,0.0001,0.6432,84169176,295486
youtube2007,8,sparse,34,2.5956,6 1 5 4 3 2 0 7 ,12.7917,0.1109,0.1386,0.0001,0.9109,9046410,2320495
youtube2007,8,sparse,35,2.5942,2 5 0 3 7 1 4 6 
youtube2007,8,sparse,36,2.7084,0 6 7 2 4 1 3 5 ,13.2905,2.1391,0.7698,0.0049,199.5561,522870260,369686721
youtube2007,8,sparse,37,2.7843,2 6 4 5 3 1 7 0 
youtube2007,8,sparse,38,2.7884,1 6 7 4 5 3 2 0 
youtube2007,8,sparse,39,2.5361,0 1 4 7 2 6 5 3 ,13.1745,0.0817,0.1024,0.0000,0.0014,3037,2824
youtube2007,8,sparse,40,2.3791,0 6 5 2 4 1 3 7 ,11.9605,1.6515,0.6466,0.0030,736.0553,113125525906,90849576
youtube2007,8,sparse,41,2.8782,7 5 3 4 6 0 1 2 ,13.9475,1.3594,0.4620,0.0004,748.7204,579963456,300457165
youtube2007,8,sparse,42,2.6249,3 4 7 1 5 0 6 2 ,12.8678,0.5321,0.3270,0.0019,1018.0674,108322388666,393182670
youtube2007,8,sparse,43,2.8380,5 6 2 4 1 0 3 7 
youtube2007,8,sparse,44,2.6751,5 0 7 3 2 4 6 1 ,13.1526,2.1167,0.8734,0.0019,259.3448,30538209946,61048286
youtube2007,8,sparse,45,2.5942,5 7 6 3 4 2 1 0 ,12.7494,0.4519,0.2479,0.0001,25.9437,119899767,20001484
youtube2007,8,sparse,46,2.7371,5 7 3 6 4 0 1 2 
youtube2007,8,sparse,47,2.6997,3 2 5 6 7 1 0 4 ,12.9552,0.1386,0.1208,0.0001,0.0070,33738,38987
youtube2007,8,sparse,48,2.7193,2 1 4 5 7 0 6 3 
youtube2007,8,sparse,49,2.4086,7 2 4 5 6 0 1 3 ,12.0611,0.7695,0.2641,0.0002,5.5633,72169044,7373685
youtube2007,8,sparse,50,2.3230,4 6 3 2 7 5 0 1 ,11.6951,3.1244,1.6068,0.0112,1537.3727,94818531136,1700620359
youtube2007,8,sparse,51,3.4334,5 3 2 4 1 6 7 0 
youtube2007,8,sparse,52,2.7517,0 5 7 4 2 3 6 1 
youtube2007,8,sparse,53,2.7443,4 5 3 2 6 1 7 0 ,13.3407,1.5073,0.5353,0.0018,20.7532,374533618,45684083
youtube2007,8,sparse,54,2.6943,5 7 6 4 1 3 0 2 ,13.3476,0.2441,0.1334,0.0002,0.0213,175996,231315
youtube2007,8,sparse,55,2.7154,4 5 3 0 1 2 7 6 ,13.4462,0.0560,0.1121,0.0000,0.0071,149802,19879
youtube2007,8,sparse,56,2.6096,6 5 3 7 1 0 2 4 
youtube2007,8,sparse,57,3.0152,4 3 6 2 7 1 5 0 ,14.4042,1.5457,0.8493,0.0073,1542.2183,105419480996,2280174345
youtube2007,8,sparse,58,2.4383,6 3 7 0 2 5 4 1 ,12.2104,0.0713,0.1065,0.0000,0.0093,618334,47771
youtube2007,8,sparse,59,2.4342,4 5 2 0 3 6 7 1 ,12.1804,0.1630,0.1137,0.0000,0.0073,384423,16132
youtube2007,8,sparse,60,2.4285,2 3 5 0 1 4 6 7 
youtube2007,8,sparse,61,2.9344,5 1 0 7 2 6 4 3 ,14.2681,0.6414,0.2419,0.0014,11.2402,100720240,32607728
youtube2007,8,sparse,62,2.8672,7 4 5 3 2 0 6 1 ,13.5851,1.4648,0.5040,0.0017,71.8803,5819592620,512611237
youtube2007,8,sparse,63,2.6283,4 5 7 3 1 6 0 2 ,12.8531,0.4523,0.2452,0.0004,198.5558,23493698411,7107863
youtube2007,8,sparse,64,2.7830,2 6 5 1 3 0 4 7 
youtube2007,8,sparse,65,2.7019,6 7 2 4 1 5 0 3 
youtube2007,8,sparse,66,2.5922,2 3 1 5 4 6 0 7 
youtube2007,8,sparse,67,2.7165,0 1 7 6 5 4 3 2 ,13.0379,1.3145,0.6028,0.0013,140.1240,4045457427,125765029
youtube2007,8,sparse,68,2.6946,5 2 3 7 1 4 6 0 
youtube2007,8,sparse,69,2.5337,5 6 4 2 7 0 1 3 ,12.3049,0.1163,0.1169,0.0001,0.0362,1543136,118350
youtube2007,8,sparse,70,2.5154,6 4 1 3 2 7 0 5 ,12.2113,0.5537,0.3015,0.0038,504.3807,13082101753,1442668650
youtube2007,8,sparse,71,2.8806,1 2 7 0 5 6 4 3 ,13.9472,0.1594,0.1290,0.0001,0.0362,26132,232543
youtube2007,8,sparse,72,2.8135,3 4 1 2 5 0 6 7 
youtube2007,8,sparse,73,2.8891,6 3 4 7 1 5 0 2 
youtube2007,8,sparse,74,2.6134,1 3 4 5 6 2 0 7 ,12.9542,0.8411,0.3584,0.0013,8.9226,434568060,89318316
youtube2007,8,sparse,75,2.6195,5 3 7 2 1 0 4 6 ,12.9067,0.4477,0.2333,0.0019,4.1978,128661084,18037741
youtube2007,8,sparse,76,2.5947,1 6 0 5 4 3 2 7 
youtube2007,8,sparse,77,2.6694,0 5 1 4 3 2 6 7 ,12.9212,1.0977,0.4382,0.0026,566.5016,315521056,1973872855
youtube2007,8,sparse,78,2.3495,2 1 5 0 6 4 3 7 ,11.8243,0.6126,0.2612,0.0013,1157.5055,281908678,250133383
youtube2007,8,sparse,79,2.5102,2 3 0 5 4 1 7 6 ,12.3153,0.0681,0.1067,0.0000,0.0630,1019974,516111
youtube2007,8,sparse,80,2.4396,2 0 3 4 1 5 6 7 
youtube2007,8,sparse,81,2.8820,3 4 2 0 5 1 6 7 ,14.0460,0.6721,0.2710,0.0028,15.4778,68085662,41071732
youtube2007,8,sparse,82,2.6121,1 2 4 6 7 0 3 5 
youtube2007,8,sparse,83,2.6736,5 7 0 4 6 3 2 1 
youtube2007,8,sparse,84,2.6964,7 5 6 2 3 4 1 0 ,13.1578,0.0481,0.1103,0.0000,0.0047,120209,19666
youtube2007,8,sparse,85,2.6828,7 5 1 6 4 3 0 2 ,13.3325,0.1397,0.1098,0.0000,0.0014,2042,3861
youtube2007,8,sparse,86,2.6776,2 1 0 5 6 3 7 4 ,13.5143,0.4960,0.3388,0.0046,1199.3128,17583213736,1828315292
youtube2007,8,sparse,87,2.6959,5 7 6 1 4 3 2 0 ,12.9301,0.8009,0.3478,0.0047,41.1108,633891481,108877863
youtube2007,8,sparse,88,2.7499,1 4 2 6 7 5 3 0 ,13.3164,1.8561,0.8490,0.0104,18.3310,512765976,24464490
youtube2007,8,sparse,89,2.7525,6 1 2 3 0 4 5 7 ,13.1046,0.0494,0.1097,0.0001,0.0086,946368,18365
youtube2007,8,sparse,90,2.7464,2 7 5 0 4 6 3 1 
youtube2007,8,sparse,91,2.9543,5 2 3 7 6 1 0 4 
youtube2007,8,sparse,92,2.8526,6 0 7 1 3 4 5 2 
youtube2007,8,sparse,93,2.8556,7 0 4 5 3 1 2 6 
youtube2007,8,sparse,94,2.8975,5 4 7 6 3 0 1 2 ,13.0820,0.4361,0.2463,0.0001,1.5992,12298296,3255950
youtube2007,8,sparse,95,2.8470,4 5 1 3 0 6 2 7 
youtube2007,8,sparse,96,2.5061,0 4 7 1 5 2 3 6 
youtube2007,8,sparse,97,2.2400,7 2 5 6 0 3 1 4 
youtube2007,8,sparse,98,2.1776,3 2 6 0 5 1 4 7 
youtube2007,8,sparse,99,2.5820,5 4 2 3 6 7 0 1 ,11.5512,0.1348,0.1260,0.0001,0.3444,10737740,628229
youtube2007,8,sparse,100,2.2644,1 4 7 5 6 2 3 0 
youtube2007,12,dense,1,2.9146,3 4 11 9 8 2 6 7 5 1 10 0 
youtube2007,12,dense,2,3.4046,3 5 7 2 8 10 6 4 9 1 0 11 
youtube2007,12,dense,3,2.7679,2 6 4 9 10 3 5 1 7 8 0 11 ,13.3619,0.5280,0.2256,0.0005,320.4895,11404505557,982683336
youtube2007,12,dense,4,2.6231,8 10 4 2 6 3 9 5 11 1 7 0 ,12.8371,0.1128,0.1206,0.0001,1.3383,55120515,11950992
youtube2007,12,dense,5,2.6254,5 1 6 7 11 8 9 10 0 2 3 4 
youtube2007,12,dense,6,2.6230,4 5 9 10 7 8 3 11 6 1 2 0 
youtube2007,12,dense,7,2.4951,8 2 7 3 11 9 4 5 10 6 0 1 ,12.1227,0.2867,0.1436,0.0001,305.0782,2545935373,5354675878
youtube2007,12,dense,8,2.6419,2 3 7 10 11 4 5 6 9 8 1 0 
youtube2007,12,dense,9,2.5381,8 1 4 7 5 10 3 6 0 2 9 11 ,12.1376,0.2511,0.1296,0.0001,1.7145,19129765,18738533
youtube2007,12,dense,10,2.6896,2 3 11 8 9 5 1 6 7 0 4 10 ,12.9147,0.3903,0.1428,0.0001,1.1292,123681863,7117569
youtube2007,12,dense,11,2.9012,11 9 8 7 2 10 6 3 5 4 0 1 
youtube2007,12,dense,12,2.8743,4 7 8 9 10 2 6 0 1 3 5 11 
youtube2007,12,dense,13,2.8213,2 6 0 3 1 4 5 8 7 11 10 9 
youtube2007,12,dense,14,2.7277,5 3 2 8 7 1 0 6 9 4 10 11 ,13.2423,0.0792,0.1103,0.0000,0.0014,19773,1168
youtube2007,12,dense,15,2.7934,7 9 5 10 0 4 6 3 1 2 8 11 ,13.6419,0.0526,0.1108,0.0000,0.0885,1900800,640473
youtube2007,12,dense,16,2.6752,7 4 5 8 10 2 6 1 0 9 3 11 
youtube2007,12,dense,17,2.6367,2 9 5 6 8 0 3 1 4 7 11 10 
youtube2007,12,dense,18,2.5960,7 2 10 9 4 5 3 6 1 8 0 11 ,12.8199,0.3422,0.1781,0.0001,221.1929,23170255068,60896309
youtube2007,12,dense,19,2.4006,1 6 5 7 8 3 4 11 2 10 0 9 
youtube2007,12,dense,20,2.3616,6 2 8 7 9 11 5 10 4 0 1 3 
youtube2007,12,dense,21,2.9083,7 10 8 2 6 5 9 11 3 1 4 0 
youtube2007,12,dense,22,2.8681,6 9 3 7 10 4 8 5 11 0 1 2 ,13.7161,0.0348,0.1160,0.0000,0.0014,90,197
youtube2007,12,dense,23,2.8957,6 9 4 11 3 5 8 10 2 1 7 0 
youtube2007,12,dense,24,2.6161,11 10 7 8 3 5 0 6 2 4 1 9 ,12.8584,0.1071,0.1166,0.0001,2.7625,65974348,44991718
youtube2007,12,dense,25,2.6379,9 10 6 2 8 0 3 4 5 1 7 11 
youtube2007,12,dense,26,2.6185,3 4 10 6 11 7 5 0 1 2 9 8 
youtube2007,12,dense,27,2.7049,1 5 4 6 2 7 9 8 0 3 10 11 ,13.1512,0.0690,0.1129,0.0000,0.0014,600,1835
youtube2007,12,dense,28,2.6038,0 8 6 5 7 4 2 9 11 10 1 3 ,13.5839,0.1667,0.1139,0.0000,0.3652,3860614,8750768
youtube2007,12,dense,29,2.6905,7 4 11 10 3 5 6 9 8 2 1 0 ,13.0684,0.0738,0.1138,0.0000,0.0018,6480,10114
youtube2007,12,dense,30,2.9298,1 2 0 7 8 5 9 6 4 3 10 11 ,13.7695,0.1707,0.1399,0.0001,245.4436,909940848,266234460
youtube2007,12,dense,31,2.8867,2 3 5 1 4 6 8 9 7 10 11 0 
youtube2007,12,dense,32,2.8860,4 3 5 2 8 0 9 7 1 6 10 11 ,13.7710,0.0369,0.1101,0.0000,0.0014,108,53
youtube2007,12,dense,33,2.7387,11 3 5 6 9 8 0 2 4 1 7 10 
youtube2007,12,dense,34,2.7702,10 9 8 7 5 6 3 4 1 2 11 0 
youtube2007,12,dense,35,2.8147,3 6 4 8 9 5 0 7 2 1 10 11 
youtube2007,12,dense,36,2.6107,10 4 7 6 3 11 5 2 1 9 0 8 ,12.9785,1.2998,0.4114,0.0006,170.9516,15614261899,352657640
youtube2007,12,dense,37,2.6942,8 2 7 1 6 5 11 0 3 4 9 10 
youtube2007,12,dense,38,2.3979,7 4 2 11 9 3 6 10 8 1 5 0 
youtube2007,12,dense,39,2.3430,10 6 5 0 7 8 2 1 9 11 3 4 ,11.7429,0.3641,0.1746,0.0002,105.5750,12230106544,32485406
youtube2007,12,dense,40,2.3505,3 10 9 7 2 4 8 1 5 11 6 0 ,11.7253,0.4251,0.1919,0.0001,478.1657,85671788390,163604519
youtube2007,12,dense,41,2.8760,1 5 8 9 7 0 3 6 11 4 10 2 
youtube2007,12,dense,42,2.8973,0 6 4 2 1 5 7 3 10 8 11 9 
youtube2007,12,dense,43,2.8112,9 3 6 10 8 7 11 0 5 2 4 1 
youtube2007,12,dense,44,2.7574,8 5 2 7 11 6 9 10 1 4 3 0 
youtube2007,12,dense,45,2.7572,3 5 1 7 0 2 4 8 6 9 10 11 
youtube2007,12,dense,46,2.7444,3 2 6 7 1 5 9 0 11 4 10 8 
youtube2007,12,dense,47,2.4223,9 4 5 7 8 3 6 11 10 0 1 2 ,12.0862,0.1505,0.1307,0.0001,110.4394,7621380960,1121387338
youtube2007,12,dense,48,2.3333,0 6 9 4 3 5 7 2 1 11 8 10 
youtube2007,12,dense,49,2.2525,10 7 9 8 1 11 5 2 4 3 6 0 
youtube2007,12,dense,50,2.1905,0 2 3 6 5 8 4 1 7 9 10 11 
youtube2007,12,dense,51,2.8892,2 3 1 5 9 7 8 4 10 6 0 11 ,13.7897,0.1049,0.1308,0.0001,0.5621,442436,5034501
