dataset,query_size,query_mode,query_index,elapsed_execution_time,filter_time,plan_time,enumerate_time,n_embeddings,order,max_task_time,n_intersections
human,8,dense,52,25.4903,0.00119274,0.00337168,623.783,136545915289,0 5 6 2 3 4 1 7 ,8.35909,155155721.0
human,8,dense,65,29.7578,0.00114694,0.0061434,848.003,50483661252,3 7 1 2 4 5 0 6 ,11.7448,184602785.0
human,12,sparse,2,0.0171168,0.00117552,0.00431579,0.0170286,43740204,7 8 4 5 9 6 10 3 2 0 11 1 ,0.0170286,5855.0
human,12,dense,24,0.0244569,0.00111484,0.0044541,0.0243858,4485288,0 2 1 7 6 4 5 8 3 11 10 9 ,0.0243858,23419.0
human,12,sparse,41,0.424487,0.00108135,0.00793618,0.387998,590923198,3 7 8 4 2 6 5 1 0 9 10 11 ,0.206443,246494.0
human,8,sparse,7,0.00140291,0.000989281,0.00192549,0.00125939,460139400,5 6 4 1 2 3 0 7 ,0.00125939,308.0
human,12,dense,35,0.00436062,0.00113108,0.00641346,0.0163938,0,5 2 3 0 8 4 1 9 6 7 10 11 ,0.000620502,951.0
human,8,sparse,38,3.46341,0.00113281,0.00708084,44.1576,6740868688860,4 6 3 5 0 7 2 1 ,2.32355,6998848.0
human,8,sparse,5,18.8238,0.00174297,0.0455907,477.039,48596251770417,0 4 2 3 5 1 6 7 ,12.5655,109639161.0
human,12,dense,11,0.0758414,0.00103504,0.00342719,0.0757226,246673570,3 6 5 10 11 7 4 0 2 9 8 1 ,0.0757226,91344.0
human,8,dense,68,0.00836671,0.0010686,0.00780727,0.0261646,0,4 0 1 2 3 5 6 7 ,0.000671142,805.0
human,8,sparse,99,4.39385,0.00153853,0.0156019,65.3913,920729454195,2 1 3 0 4 5 6 7 ,2.47444,16586042.0
human,8,dense,40,0.00722376,0.000913721,0.00157846,0.0070588,36326400,2 0 4 1 3 6 5 7 ,0.0070588,2828.0
human,8,dense,56,7.53107,0.000906072,0.00478367,180.182,21500964608,1 0 2 3 4 5 6 7 ,4.43106,41286726.0
human,8,dense,57,148.286,0.0011614,0.00587613,3100.13,970854081446,0 3 2 4 5 6 1 7 ,36.3668,884762264.0
human,12,dense,2,0.0249475,0.00111963,0.0042628,0.024757,1013850,3 7 4 11 10 9 5 6 8 2 0 1 ,0.024757,9993.0
human,8,sparse,37,0.00866304,0.00123227,0.00615087,0.00854442,16521165000,6 4 5 3 1 0 2 7 ,0.00854442,5817.0
human,8,dense,85,
human,8,sparse,14,2.54938,0.000952267,0.00546238,2.54918,59542474371,4 1 3 6 0 5 7 2 ,2.54918,1610271.0
human,8,dense,16,0.000449008,0.00104201,0.00160601,0.000335653,1080,5 2 7 1 0 3 4 6 ,0.000335653,86.0
human,8,sparse,6,1.45419,0.00100095,0.00257876,1.45405,242424000,5 6 7 1 3 0 2 4 ,1.45405,6530.0
human,8,dense,41,0.136811,0.00104187,0.00249439,0.136601,33420889040,7 1 2 3 0 4 5 6 ,0.136601,43491.0
human,8,dense,42,0.54144,0.00151115,0.0031481,0.541236,51921828,2 5 6 7 1 0 3 4 ,0.541236,414398.0
human,8,sparse,9,2.36677,0.00100923,0.00730226,20.927,931926099006,4 3 6 5 1 2 7 0 ,1.88288,5414977.0
human,12,dense,70,0.166574,0.00120521,0.00464392,0.166432,15993180,1 8 7 9 0 6 3 4 5 2 10 11 ,0.166432,78227.0
human,8,dense,88,0.0268773,0.000786725,0.00147853,0.0267614,505341,3 1 5 6 2 4 7 0 ,0.0267614,42115.0
