dataset,query_size,query_mode,query_index,elapsed_execution_time,filter_time,plan_time,enumerate_time,n_embeddings,order,max_task_time,n_intersections
youtube2007,8,dense,42,319.076,0.00332838,0.000897441,319.076,1779017600,3 4 5 7 1 6 2 0 ,319.076,328138181.0
youtube2007,8,dense,51,21.3438,0.00473551,0.00106902,21.3436,1673377853,6 2 3 4 1 0 5 7 ,21.3436,14773553.0
human,12,sparse,57,66.1968,0.000602349,0.00205012,66.1967,4870724971510770,4 10 5 7 1 8 9 2 0 6 11 3 ,66.1967,27762403.0
youtube2007,8,sparse,87,45.6219,0.00473431,0.000944815,45.6218,633891481,1 4 6 5 2 3 7 0 ,45.6218,47126062.0
youtube2007,16,sparse,75,908.352,0.00502468,0.00378671,908.351,4722236998,11 8 6 9 10 1 2 15 0 12 14 3 13 4 5 7 ,908.351,1421419341.0
youtube2007,8,sparse,8,59.4189,0.00212682,0.000800562,59.4187,8102001448,4 5 1 2 3 0 6 7 ,59.4187,31338808.0
youtube2007,8,dense,50,0.159917,0.000669418,0.000894775,0.159777,56158,1 2 6 7 3 4 5 0 ,0.159777,224599.0
youtube2007,8,dense,28,1.41518,0.00504305,0.000901554,1.41503,418496,2 6 7 1 3 4 5 0 ,1.41503,1909479.0
youtube2007,8,sparse,79,0.383543,0.000919258,0.00107127,0.38336,1019974,2 3 4 5 1 6 0 7 ,0.38336,407019.0
youtube2007,8,dense,69,5.9739,0.00328649,0.000945157,5.97375,2464846,2 3 0 1 4 6 7 5 ,5.97375,6244112.0
human,12,dense,80,
human,8,sparse,6,0.618386,0.000354264,0.00110148,0.618214,242424000,0 1 5 2 4 6 3 7 ,0.618214,254303.0
youtube2007,12,sparse,94,3.45187,0.00461884,0.00187952,3.45173,26651084,4 8 5 7 3 6 9 2 1 0 10 11 ,3.45173,4804649.0
youtube2007,12,sparse,93,23.6804,0.00533493,0.00177559,23.6803,334168173815,3 4 9 2 11 6 7 0 1 10 8 5 ,23.6803,29999027.0
human,12,dense,11,1.90437,0.000336761,0.00206512,1.90422,8880248520,3 6 7 0 4 5 9 10 11 2 8 1 ,1.90422,1269872.0
youtube2007,12,dense,52,40.4745,0.0071041,0.00212061,40.4743,14370,1 2 3 5 6 7 8 0 4 9 10 11 ,40.4743,34208405.0
youtube2007,12,sparse,20,611.338,0.00890363,0.00211814,611.338,144794242722,7 2 3 0 6 4 9 5 8 11 10 1 ,611.338,631618111.0
youtube2007,8,sparse,55,5.50098,0.00480983,0.000953559,5.50078,149802,0 5 3 4 7 1 2 6 ,5.50078,5321279.0
human,8,sparse,92,0.024029,0.00020032,0.00085842,0.0239257,7732692,0 1 6 4 2 3 5 7 ,0.0239257,16220.0
human,8,dense,95,8.67763,0.000316132,0.00103527,8.6775,8287368,0 1 2 3 4 5 6 7 ,8.6775,12008095.0
youtube2007,12,dense,67,0.965813,0.00190563,0.00220515,0.965621,380104,4 5 6 7 1 3 9 10 8 2 11 0 ,0.965621,1918934.0
youtube2007,8,sparse,23,0.650785,0.00215987,0.00102404,0.650659,6328838,4 2 5 7 3 6 0 1 ,0.650659,746028.0
youtube2007,8,dense,12,0.317758,0.00105779,0.000912067,0.317613,2333180,3 7 6 1 4 5 2 0 ,0.317613,437082.0
human,12,dense,4,115.55,0.00040066,0.00202131,115.549,896269400,3 1 0 4 9 2 5 6 7 8 10 11 ,115.549,141721217.0
human,8,sparse,78,1597.91,0.00012948,0.00078766,1597.91,32212075544266,0 2 5 4 7 1 6 3 ,1597.91,699422362.0
youtube2007,12,sparse,35,1.98185,0.00154095,0.00231149,1.98161,62278404,11 5 6 9 8 10 4 7 1 3 0 2 ,1.98161,1387102.0
youtube2007,16,dense,15,80.5884,0.00258244,0.00353576,80.5882,183120,2 4 6 9 11 12 5 1 10 15 13 8 14 3 7 0 ,80.5882,154425429.0
human,8,dense,48,7.55313,0.0001717,0.00116612,7.553,21804288,0 3 4 5 6 1 2 7 ,7.553,10717156.0
human,8,sparse,40,0.19068,0.000249396,0.000823931,0.19057,231666000,3 2 1 5 6 4 0 7 ,0.19057,177675.0
human,8,sparse,53,278.292,0.0004803,0.000773491,278.292,1013224592038,4 1 0 3 7 2 6 5 ,278.292,134213884.0
human,8,sparse,99,322.886,0.000412847,0.000820465,322.886,920729454195,0 2 1 4 5 3 6 7 ,322.886,151950763.0
youtube2007,16,sparse,37,
human,12,sparse,85,335.78,0.000761547,0.002037,335.78,699658777995750,2 1 9 3 8 6 0 7 4 5 10 11 ,335.78,145726887.0
youtube2007,8,dense,73,0.397129,0.000505857,0.000950622,0.396975,51800920,0 1 3 4 2 6 5 7 ,0.396975,526822.0
human,8,dense,15,255.827,0.00023855,0.000944211,255.826,3714173640,0 1 2 3 4 5 6 7 ,255.826,162282394.0
youtube2007,16,sparse,69,1.28451,0.00509295,0.00369792,1.28438,432000,0 4 10 7 3 15 1 9 5 6 8 2 11 13 14 12 ,1.28438,2313362.0
human,8,sparse,76,8.42949,0.000423891,0.000881226,8.42937,51970348464,0 2 4 1 5 6 3 7 ,8.42937,3500334.0
human,8,sparse,58,3.96447,7.3739e-05,0.000854913,3.96434,1336301399640,2 4 7 5 1 3 6 0 ,3.96434,2475642.0
youtube2007,16,dense,1,0.929116,0.000904966,0.00466261,0.928906,116786260,2 8 15 5 9 10 1 3 4 7 11 12 6 0 13 14 ,0.928906,1860666.0
youtube2007,8,dense,48,0.232708,0.00486729,0.000983612,0.232521,11604,1 2 3 4 0 5 6 7 ,0.232521,593936.0
youtube2007,8,sparse,81,10.1532,0.00478175,0.000956303,10.153,68085662,1 3 5 0 6 7 2 4 ,10.153,14537905.0
human,16,dense,85,0.394318,0.00030078,0.0040001,0.394155,11107908000,0 1 2 3 6 4 5 7 8 9 11 12 13 14 15 10 ,0.394155,249734.0
youtube2007,16,sparse,83,47.5543,0.00337839,0.00344548,47.5542,34990733636,6 11 0 3 12 15 10 7 13 14 8 2 9 1 4 5 ,47.5542,60757792.0
human,8,dense,43,27.7271,0.000351291,0.00110536,27.727,184650121552,1 2 0 3 4 7 5 6 ,27.727,13995900.0
human,16,sparse,82,0.0188472,0.000934979,0.00353348,0.0186822,5444928,3 4 0 10 13 2 7 8 11 5 12 14 9 6 1 15 ,0.0186822,20216.0
youtube2007,12,sparse,29,0.0943062,0.000975707,0.00244864,0.0941059,372064,0 3 7 4 2 6 8 1 5 9 11 10 ,0.0941059,235562.0
human,8,dense,42,0.630883,0.000123602,0.000916721,0.630756,207687312,5 0 2 3 4 6 7 1 ,0.630756,424661.0
youtube2007,12,dense,93,
youtube2007,8,sparse,95,1147.04,0.00460678,0.00116241,1147.04,396697720310,4 5 3 2 0 6 7 1 ,1147.04,1024189187.0
youtube2007,8,sparse,61,28.703,0.00466323,0.000919143,28.7028,100720240,0 1 5 4 3 2 7 6 ,28.7028,30906052.0
youtube2007,8,dense,85,38.3147,0.00497469,0.00101421,38.3145,24644806,4 6 2 3 5 0 7 1 ,38.3145,46415628.0
youtube2007,8,sparse,36,136.813,0.00497571,0.000864098,136.812,522870260,3 1 2 6 0 5 4 7 ,136.812,150429318.0
youtube2007,8,sparse,63,31.1168,0.0027024,0.00102902,31.1166,23493698411,1 4 5 7 3 6 0 2 ,31.1166,11075517.0
youtube2007,8,sparse,91,1630.62,0.00479229,0.000883977,1630.62,91955469918,1 5 2 3 0 7 6 4 ,1630.62,1759531337.0
youtube2007,12,sparse,9,1.91029,0.00309851,0.00189216,1.9101,6656420,3 4 5 6 10 7 8 9 11 0 2 1 ,1.9101,3151934.0
human,8,sparse,72,0.0105291,0.00015804,0.000834461,0.0104242,341760,3 5 4 6 2 7 1 0 ,0.0104242,35572.0
youtube2007,12,dense,87,
human,8,sparse,95,0.0116768,0.000345961,0.000893432,0.0116202,33295704,1 2 3 4 5 0 6 7 ,0.0116202,6716.0
youtube2007,16,dense,16,10.3614,0.00410321,0.00397494,10.3612,310560,0 2 9 1 14 4 3 8 5 7 11 6 10 15 12 13 ,10.3612,9916304.0
human,8,sparse,39,0.704313,0.000151941,0.000851462,0.70419,3597596128,0 4 5 1 3 2 7 6 ,0.70419,427975.0
human,8,sparse,43,3.50972,0.000104523,0.00134476,3.50956,240626184088,1 0 4 3 2 7 5 6 ,3.50956,1251001.0
human,8,sparse,46,11.9367,0.000179547,0.000995412,11.9366,23207184000,0 3 7 6 5 1 2 4 ,11.9366,7321827.0
youtube2007,8,dense,47,854.67,0.00493501,0.000990746,854.67,51819788358,1 4 2 3 7 6 0 5 ,854.67,633235935.0
youtube2007,8,sparse,77,104.149,0.00332024,0.00107224,104.149,315521056,0 5 2 6 7 3 1 4 ,104.149,112711102.0
human,12,dense,70,49.5456,0.000531854,0.00226085,49.5454,1535345280,2 3 4 5 0 6 10 11 1 8 7 9 ,49.5454,126926670.0
youtube2007,8,dense,45,
human,12,sparse,51,640.331,0.000839776,0.00187554,640.331,28576801266048,5 4 7 2 6 10 3 1 8 11 0 9 ,640.331,675884528.0
human,12,dense,22,1.09632,0.000597281,0.00185482,1.09619,2405304,0 3 4 5 2 1 8 9 6 7 10 11 ,1.09619,1233111.0
human,8,dense,92,1.76306,0.000110607,0.00115423,1.76293,2830464,2 3 4 0 1 5 6 7 ,1.76293,2090246.0
youtube2007,8,dense,18,10.5097,0.00341504,0.00100695,10.5095,1651374,1 5 7 0 4 2 3 6 ,10.5095,12928695.0
human,12,sparse,19,
human,12,dense,24,0.623317,0.000560375,0.00258346,0.623173,8970576,1 2 4 5 6 7 8 0 3 11 10 9 ,0.623173,462154.0
youtube2007,8,dense,15,401.63,0.00324288,0.000977711,401.63,83621425335,6 2 5 1 0 3 7 4 ,401.63,270004825.0
human,8,sparse,22,144.09,0.0003037,0.000840097,144.089,4027687084037,5 2 4 1 3 6 7 0 ,144.089,88776086.0
youtube2007,8,sparse,13,1794.26,0.00330713,0.00112404,1794.26,6227460784,0 1 7 2 3 4 6 5 ,1794.26,3616665131.0
youtube2007,8,dense,78,34.2976,0.00157493,0.00106679,34.2975,18627072316,0 4 6 1 2 7 3 5 ,34.2975,28357330.0
human,8,dense,21,216.879,0.000314312,0.000920087,216.879,49557699072,0 1 2 3 7 6 4 5 ,216.879,270696.0
youtube2007,8,sparse,71,0.267626,0.00205749,0.0008111,0.267469,26132,1 4 2 0 7 5 6 3 ,0.267469,453273.0
human,12,sparse,81,160.21,0.000550957,0.00170657,160.21,101570040074940696,0 2 4 1 11 3 5 7 10 8 6 9 ,160.21,49639092.0
human,12,sparse,69,258.066,0.000133563,0.00204064,258.066,22683704599296,4 0 1 8 11 10 3 9 6 5 2 7 ,258.066,73765686.0
youtube2007,12,dense,36,47.0909,0.00651616,0.0017262,47.0908,15614261899,1 10 4 6 5 7 3 9 11 2 8 0 ,47.0908,43094190.0
human,8,sparse,12,0.126001,0.000308998,0.000979511,0.125894,58809395292,2 0 1 4 3 6 5 7 ,0.125894,47047.0
human,12,dense,77,161.375,0.000298168,0.00204604,161.375,96233808620,3 1 5 6 8 4 0 2 7 10 9 11 ,161.375,182040854.0
human,8,dense,82,22.2869,0.000315175,0.00103228,22.2868,218564459064,1 2 3 4 5 0 6 7 ,22.2868,7405174.0
human,16,dense,9,4.54641,0.00020988,0.00541511,4.54621,2384640,2 0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 ,4.54621,5358960.0
human,8,sparse,29,67.854,0.000176263,0.00101027,67.8539,3790450478439,1 2 4 3 0 6 5 7 ,67.8539,33024376.0
human,12,dense,9,1236.93,0.000670284,0.00266935,1236.93,7207867097760,3 0 1 2 5 6 7 4 8 9 10 11 ,1236.93,2086860193.0
youtube2007,8,dense,79,17.5977,0.00154532,0.000890603,17.5975,17630524852,0 7 4 5 1 6 2 3 ,17.5975,16529894.0
youtube2007,16,dense,77,1291.16,0.00374837,0.00434268,1291.16,41226132556,0 3 6 14 7 11 9 4 5 12 8 1 13 2 10 15 ,1291.16,1734279209.0
youtube2007,16,dense,41,0.46632,0.00257031,0.00427283,0.466193,99456,5 6 7 10 13 4 8 14 11 12 9 2 15 0 1 3 ,0.466193,808221.0
human,12,sparse,74,14.0148,0.00028817,0.00216386,14.0146,173275748916210,4 1 0 6 2 5 7 8 9 3 11 10 ,14.0146,5153089.0
human,8,dense,16,0.20845,0.000658973,0.00102148,0.208252,12960,1 2 0 3 4 5 7 6 ,0.208252,163853.0
youtube2007,8,sparse,89,0.153022,0.0071675,0.000818819,0.152831,946368,4 1 6 2 3 0 5 7 ,0.152831,589768.0
human,12,sparse,10,
youtube2007,16,dense,30,0.278807,0.000724163,0.00405707,0.278628,91728,1 2 4 5 6 10 12 7 8 9 15 3 11 13 0 14 ,0.278628,372225.0
youtube2007,8,dense,39,0.117257,0.000560587,0.000890177,0.117126,114182,1 5 0 4 7 2 3 6 ,0.117126,173856.0
youtube2007,12,dense,18,80.9505,0.00181371,0.00196977,80.9504,23170255068,3 9 5 1 7 4 2 10 6 8 0 11 ,80.9504,59057648.0
youtube2007,12,sparse,32,10.1319,0.00152239,0.00235781,10.1317,1127664096,0 3 2 4 11 1 8 10 9 5 7 6 ,10.1317,365086.0
human,8,sparse,77,0.672815,0.000352486,0.00101957,0.672672,182534345520,7 1 6 2 4 3 0 5 ,0.672672,365940.0
human,8,dense,44,350.447,0.000368978,0.00107764,350.447,89298264360,0 1 2 3 4 5 6 7 ,350.447,168850821.0
youtube2007,8,dense,67,11.6633,0.00341394,0.000864136,11.6632,12137792,1 3 0 2 5 4 6 7 ,11.6632,13713860.0
human,8,sparse,4,0.123686,0.000315162,0.000829736,0.123599,1370571264,6 1 0 3 7 4 5 2 ,0.123599,110023.0
youtube2007,16,sparse,4,3.74145,0.00262246,0.00367835,3.74131,657980,1 2 13 15 11 12 10 9 6 5 14 0 7 3 8 4 ,3.74131,4618260.0
human,12,sparse,40,20.2333,0.000727863,0.00164802,20.233,75352337745594,7 9 10 11 8 6 5 3 0 1 4 2 ,20.233,9791650.0
youtube2007,8,dense,10,
human,8,sparse,20,32.3855,0.000260109,0.000697122,32.3854,16564338974479,6 0 7 3 5 4 1 2 ,32.3854,13970723.0
human,12,dense,41,0.14936,0.000445221,0.00193073,0.149198,1805440,3 5 6 0 1 2 4 9 10 8 7 11 ,0.149198,93867.0
human,12,dense,68,220.925,0.000559741,0.00248,220.925,688642273248,3 2 8 0 1 9 10 4 5 6 7 11 ,220.925,132599692.0
youtube2007,8,sparse,66,79.4018,0.00345244,0.001106,79.4016,44414520262,4 5 1 6 0 7 2 3 ,79.4016,149459879.0
human,12,sparse,1,0.0521227,0.000174054,0.00200621,0.0520136,299452260,1 0 3 5 2 4 7 6 10 9 8 11 ,0.0520136,83773.0
youtube2007,16,sparse,51,142.073,0.000519776,0.00377579,142.073,33065040,3 6 7 9 10 8 11 12 4 15 14 5 13 0 2 1 ,142.073,164650780.0
human,12,sparse,77,1.94635,0.000283464,0.00190646,1.94622,14692539806784,1 4 3 2 5 7 9 0 8 10 6 11 ,1.94622,3335964.0
youtube2007,12,sparse,100,144.882,0.00238697,0.00186878,144.881,294240712,9 6 3 5 7 0 1 8 4 2 10 11 ,144.881,183503212.0
human,12,dense,56,8.11069,0.000483397,0.00194008,8.11051,1082030400,3 6 7 9 2 4 5 8 11 10 1 0 ,8.11051,6247499.0
human,16,dense,82,0.0612502,0.00102273,0.00370837,0.0610717,698752,2 3 4 7 9 10 11 12 13 0 8 1 5 14 15 6 ,0.0610717,55968.0
human,8,sparse,61,0.00159254,0.000424493,0.000829652,0.00154162,318435,0 1 3 6 2 5 7 4 ,0.00154162,1562.0
human,8,sparse,8,6.00624,0.000329458,0.0009261,6.00612,7035981381852,1 4 7 0 2 3 6 5 ,6.00612,1290503.0
youtube2007,16,sparse,45,0.306613,0.00158836,0.00466547,0.306473,1083768,4 2 0 6 3 7 11 8 15 5 13 10 9 1 12 14 ,0.306473,500425.0
youtube2007,12,sparse,27,19.629,0.0040133,0.00195659,19.6289,1664,0 1 3 2 6 4 5 10 11 7 9 8 ,19.6289,24802142.0
human,8,sparse,74,0.325047,0.000158017,0.000886915,0.324957,1989878990,1 3 4 2 6 5 0 7 ,0.324957,264775.0
youtube2007,8,sparse,26,12.3337,0.00160093,0.00107232,12.3335,467197878,3 4 5 6 1 7 0 2 ,12.3335,11996270.0
youtube2007,8,dense,81,451.956,0.00498339,0.000895046,451.956,9893840194,1 4 3 6 7 5 2 0 ,451.956,497425604.0
youtube2007,8,sparse,85,0.338507,0.00683126,0.00101477,0.338293,2042,5 7 6 1 0 2 3 4 ,0.338293,722708.0
youtube2007,12,dense,3,317.267,0.00302152,0.00198438,317.267,11404505557,2 6 3 9 4 7 5 1 8 10 0 11 ,317.267,508075149.0
youtube2007,12,dense,47,250.585,0.00232576,0.00228849,250.585,7621380960,3 4 5 7 8 9 0 1 6 11 10 2 ,250.585,167637106.0
human,16,dense,78,
youtube2007,12,sparse,79,
youtube2007,16,sparse,96,1.5548,0.00190494,0.00295226,1.55466,208986,2 5 10 4 11 0 6 3 8 7 9 1 12 13 15 14 ,1.55466,2496474.0
youtube2007,16,sparse,54,9.70262,0.00142152,0.00337103,9.70249,10827326400,7 14 1 10 8 4 11 9 6 12 13 0 2 3 5 15 ,9.70249,1300067.0
youtube2007,8,sparse,62,55.6279,0.00732308,0.000823638,55.6277,5819592620,4 5 7 3 6 0 2 1 ,55.6277,11454559.0
youtube2007,16,sparse,9,0.103076,0.00184368,0.00431859,0.102927,311256,13 4 10 1 5 11 6 8 7 9 14 12 3 15 0 2 ,0.102927,225112.0
youtube2007,16,dense,48,0.126984,0.00186969,0.00382375,0.126806,378,8 2 5 10 3 13 9 14 15 11 12 4 1 6 7 0 ,0.126806,193549.0
human,8,sparse,37,0.151332,0.00027018,0.00097179,0.151247,33042330000,1 0 3 6 2 4 5 7 ,0.151247,62775.0
youtube2007,12,dense,40,252.687,0.0010017,0.00185867,252.687,85671788390,3 1 2 4 7 5 8 10 9 0 6 11 ,252.687,389883424.0
youtube2007,12,sparse,48,9.94194,0.0021338,0.00154617,9.94176,5254594281,0 2 7 5 9 3 6 1 4 10 11 8 ,9.94176,11255730.0
youtube2007,8,sparse,44,88.3434,0.0047791,0.00090006,88.3432,30538209946,3 5 2 7 0 4 1 6 ,88.3432,97136186.0
youtube2007,8,dense,31,3.23478,0.00158079,0.000903667,3.2346,73058160,0 2 5 1 3 4 7 6 ,3.2346,3388417.0
human,16,dense,42,4.49185,0.000301727,0.00587048,4.49167,29376000,9 4 5 6 8 10 3 12 13 7 14 11 15 2 0 1 ,4.49167,4153202.0
human,12,dense,74,408.255,0.000315979,0.00208317,408.255,4289795863428,1 0 4 2 3 5 6 10 11 7 8 9 ,408.255,258803282.0
human,8,dense,7,0.00128557,0.00034302,0.000852292,0.00116087,411188400,5 4 6 1 0 3 2 7 ,0.00116087,490.0
youtube2007,16,dense,20,1.97009,0.00149445,0.0041457,1.96989,960,3 9 11 7 14 15 13 12 5 4 10 8 1 2 6 0 ,1.96989,2925873.0
human,12,dense,63,0.376943,0.000200601,0.00215949,0.376786,952512,0 1 2 5 3 4 6 8 7 9 10 11 ,0.376786,561319.0
youtube2007,12,sparse,22,18.4372,0.00317506,0.00187736,18.4371,151779848,7 0 4 8 10 9 6 11 2 5 1 3 ,18.4371,24389163.0
youtube2007,16,dense,68,0.247108,0.00290379,0.00459884,0.246927,2898,1 2 3 9 7 5 6 8 13 4 11 10 14 15 12 0 ,0.246927,357625.0
human,8,sparse,64,1.58241,0.000459827,0.000981191,1.58227,196871019231,0 1 5 6 4 2 3 7 ,1.58227,716343.0
youtube2007,16,dense,55,
human,12,sparse,56,10.7473,0.000584246,0.00240859,10.7472,18358255080,7 5 8 2 4 6 11 3 1 9 10 0 ,10.7472,7346972.0
human,8,dense,55,217.109,0.000459597,0.000925043,217.109,49557699072,0 1 2 3 7 6 4 5 ,217.109,270696.0
human,12,sparse,6,21.1524,0.000626252,0.0017277,21.1522,148836293312,1 8 0 3 4 5 7 2 10 9 6 11 ,21.1522,338307.0
human,8,sparse,14,25.5024,0.000249045,0.00109722,25.5022,59542474371,1 5 0 4 3 7 6 2 ,25.5022,17636935.0
human,8,dense,94,5.2522,0.00024601,0.000914114,5.25208,4858101786,3 4 5 6 7 0 1 2 ,5.25208,2387116.0
youtube2007,8,sparse,38,356.976,0.00722851,0.0009835,356.976,263842843252,1 6 7 2 4 3 5 0 ,356.976,310290885.0
youtube2007,8,dense,75,3.9358,0.00160913,0.000959948,3.93562,2060176,6 3 4 5 0 1 2 7 ,3.93562,4472398.0
youtube2007,8,dense,60,30.0602,0.00201692,0.00106632,30.0601,10294944,0 2 3 1 4 6 7 5 ,30.0601,30680379.0
human,16,sparse,7,7.86949,0.000558978,0.00506812,7.86934,33442867872,4 0 2 6 1 3 7 12 15 11 9 8 10 14 13 5 ,7.86934,6675893.0
human,12,sparse,8,37.2664,0.000454572,0.00233897,37.2662,98170110933990,2 3 4 7 6 1 5 8 0 9 10 11 ,37.2662,17676483.0
youtube2007,16,dense,46,141.111,0.00408289,0.00391526,141.111,18173520,9 7 8 6 2 4 5 10 11 1 0 12 3 13 15 14 ,141.111,105481040.0
human,8,sparse,86,248.476,0.000493832,0.000841234,248.476,126623344145783,6 1 3 4 2 7 0 5 ,248.476,114122160.0
human,12,dense,50,0.0830714,0.000197513,0.0021832,0.0829131,1490400,0 1 2 3 4 6 5 8 11 7 9 10 ,0.0829131,50699.0
human,8,sparse,23,0.18107,0.000166871,0.00088947,0.180961,4880538000,0 5 4 3 6 7 2 1 ,0.180961,105093.0
youtube2007,8,sparse,84,0.561755,0.00720689,0.000890458,0.561548,120209,2 1 5 6 7 3 4 0 ,0.561548,881181.0
human,8,sparse,69,0.000891681,0.000125825,0.000772378,0.000789326,1363991040,2 0 3 4 7 5 6 1 ,0.000789326,314.0
youtube2007,8,dense,64,47.5895,0.00249178,0.000930398,47.5894,69622656,0 3 4 1 6 2 5 7 ,47.5894,58458184.0
youtube2007,16,sparse,15,682.89,0.000627566,0.00313146,682.89,44297152606,4 6 10 8 5 7 9 13 15 11 12 3 0 1 14 2 ,682.89,820797471.0
youtube2007,8,dense,23,1.69063,0.00155119,0.000910577,1.69044,11589738,1 3 0 6 4 5 7 2 ,1.69044,1895690.0
human,8,sparse,30,177.929,0.000293528,0.000769532,177.929,46866169392,4 6 1 3 2 5 0 7 ,177.929,189273090.0
human,8,sparse,60,0.10393,0.000196645,0.000834035,0.103877,1333440,3 5 1 2 6 4 0 7 ,0.103877,55886.0
