dataset,query_size,query_mode,query_index,elapsed_execution_time,filter_time,plan_time,enumerate_time,n_embeddings,order,max_task_time,n_intersections
friendster,16,sparse,94,0.666393,2.03652,143.763,4.08047,620145815153,5 3 9 7 4 11 6 0 2 1 10 14 12 13 8 15 ,0.612831,1332517.0
friendster,16,dense,79,0.0738907,2.38715,26.7506,0.747304,25844,1 13 9 7 3 5 8 12 6 4 0 2 10 15 14 11 ,0.0293017,136720.0
friendster,16,dense,21,0.0901987,2.19041,35.9055,0.854156,15462799,4 11 15 12 13 5 9 1 8 14 10 6 3 2 7 0 ,0.0319117,160954.0
friendster,16,sparse,7,0.111062,1.97693,27.629,1.201,230625841719,11 3 12 15 14 9 1 10 6 4 0 8 5 13 7 2 ,0.0556044,270659.0
friendster,16,dense,53,0.239275,1.99272,101.629,1.8285,7367061318,1 8 2 4 6 5 3 15 9 12 13 0 14 11 10 7 ,0.174458,382668.0
friendster,16,dense,97,0.0715766,2.20101,35.6894,0.781797,72,3 1 4 5 9 8 11 14 2 13 7 10 6 15 0 12 ,0.0265952,146873.0
friendster,16,sparse,97,40.6693,2.0076,102.733,78.2828,25186535203006,4 12 10 13 15 8 14 9 3 2 5 0 6 1 7 11 ,40.6182,26791205.0
friendster,16,dense,26,0.141248,2.29793,45.9562,0.866367,7349195504,7 6 9 15 11 12 14 13 2 8 1 10 3 4 0 5 ,0.0934504,149156.0
friendster,16,sparse,100,0.146728,2.09247,46.4383,1.05134,121271639454,5 14 11 8 13 2 3 6 7 0 10 1 15 4 12 9 ,0.0894954,229034.0
friendster,16,dense,94,0.0553506,2.49676,33.0975,0.70261,2,9 4 5 14 6 3 13 10 12 0 8 7 2 1 11 15 ,0.0152478,116750.0
friendster,16,dense,19,5.09682,1.94027,57.338,18.5688,6563048273520,10 11 12 13 15 14 0 4 7 5 1 9 8 2 6 3 ,5.04214,5122009.0
friendster,16,sparse,40,0.0944416,2.10517,69.2481,0.945835,170047350,5 15 13 9 14 11 0 8 10 7 1 2 3 12 6 4 ,0.0367423,192270.0
friendster,16,sparse,12,0.175782,2.08195,45.1768,1.85319,353016744070131,4 13 8 15 12 11 6 14 9 7 2 1 10 5 3 0 ,0.128646,358901.0
friendster,16,dense,91,0.0774185,2.23801,39.2397,0.754652,17587354,5 8 2 6 0 4 7 10 12 11 9 3 1 14 15 13 ,0.0173012,142343.0
friendster,16,dense,51,0.0727045,2.28885,32.8317,0.931957,75724277808,7 2 1 4 6 12 11 9 8 5 13 10 0 3 15 14 ,0.0217678,146035.0
friendster,16,dense,99,0.0615978,2.49899,23.4011,0.671853,1,0 4 10 11 7 6 12 13 3 8 1 5 9 2 15 14 ,0.0220348,123735.0
friendster,16,dense,17,0.160388,2.23656,107.454,1.39796,1677086479,5 4 0 3 9 8 7 6 1 10 2 12 14 11 13 15 ,0.0979302,274037.0
friendster,16,dense,8,0.0810078,2.22484,45.1424,0.871701,4,7 6 2 1 9 8 10 11 3 0 12 14 13 5 4 15 ,0.0295581,159046.0
friendster,16,sparse,49,1.82777,2.08677,91.2039,5.84632,1922756304922,8 6 7 11 13 2 0 5 1 9 12 4 15 10 3 14 ,1.73771,1996430.0
friendster,16,sparse,90,0.103037,2.01737,78.4946,1.07589,12312384900,12 4 11 6 2 13 10 5 3 7 1 15 14 8 9 0 ,0.0553584,247529.0
friendster,16,dense,4,0.0742167,2.29878,30.315,0.877758,19128,5 4 12 8 11 13 10 9 3 6 14 2 0 1 15 7 ,0.0139718,139696.0
friendster,16,sparse,16,1.12108,2.02069,63.1893,5.3051,3878562701566,9 1 6 13 12 15 10 11 8 0 5 3 7 2 14 4 ,1.07678,1594836.0
friendster,16,sparse,32,0.0817309,2.15485,41.4476,0.95338,1087396,6 11 12 8 13 3 14 0 4 10 2 7 9 1 5 15 ,0.0171425,169395.0
friendster,16,dense,56,1.95249,2.15549,33.4536,4.87871,274617600018,9 6 8 11 14 12 15 3 2 0 7 5 13 10 4 1 ,1.90978,1944893.0
friendster,16,sparse,86,0.0729775,2.1953,46.4711,0.911779,4361078,4 8 6 10 0 5 11 9 12 3 13 1 7 2 14 15 ,0.0162731,152413.0
friendster,16,sparse,72,0.093758,2.03053,81.2687,1.10239,45913786810,12 5 4 7 15 3 0 9 1 13 2 11 10 6 8 14 ,0.0217192,216321.0
friendster,16,dense,44,0.0866575,2.13926,60.0194,0.909447,1914963420,9 0 2 10 3 6 12 5 11 1 13 8 15 14 4 7 ,0.0308948,162316.0
friendster,16,sparse,57,0.417807,2.12098,176.159,4.47916,20751716377,5 7 6 11 0 8 1 9 12 2 15 13 14 4 10 3 ,0.376229,1199192.0
friendster,16,dense,84,0.0653384,2.29076,52.4176,0.775271,1238334061,2 6 1 9 10 11 7 12 13 5 4 8 14 3 0 15 ,0.0213558,129799.0
friendster,16,dense,39,0.0896408,2.13734,50.5244,0.937881,18369000,8 4 7 12 13 1 0 3 11 6 9 2 5 14 15 10 ,0.0328717,160843.0
friendster,16,dense,92,0.10269,2.03135,41.1074,1.15047,3519477462358,0 4 6 5 9 7 14 2 10 3 12 13 11 8 1 15 ,0.022473,201948.0
friendster,16,sparse,47,0.0912792,2.03378,77.7308,0.998063,10271766084,6 12 4 9 7 13 3 11 10 14 0 5 1 2 8 15 ,0.0204041,181809.0
friendster,16,dense,82,0.08037,2.23615,27.4444,0.711465,5045550,5 2 0 10 9 11 7 13 12 4 8 3 15 6 1 14 ,0.0388479,144343.0
friendster,16,sparse,98,39.329,2.11668,290.07,127.441,72452998214291,8 1 7 12 0 3 5 9 10 11 4 14 6 15 13 2 ,39.2742,47615464.0
friendster,16,sparse,39,0.0956744,2.27095,56.3903,0.797007,14959106,1 3 6 7 12 0 13 10 4 11 15 5 2 14 9 8 ,0.0502974,165182.0
friendster,16,dense,29,0.068956,2.37602,31.8571,0.769748,57713352,7 11 6 8 10 3 15 4 0 5 2 1 12 13 9 14 ,0.0166343,132576.0
friendster,16,sparse,83,0.141468,1.97526,99.5217,1.97384,37812069973,12 6 8 11 9 7 4 1 3 0 2 14 13 15 10 5 ,0.0996859,433966.0
friendster,16,dense,33,0.0990016,2.00936,49.5594,1.06239,16859898368905,7 9 6 8 10 11 13 1 2 12 14 15 5 4 3 0 ,0.0387199,190031.0
friendster,16,sparse,87,0.0866325,2.03252,64.0426,0.887038,46153203870,0 9 8 6 12 7 14 4 2 10 13 11 1 15 5 3 ,0.0146009,173171.0
friendster,16,dense,5,0.0736592,2.40016,32.9115,0.880997,2,1 3 4 6 7 8 12 15 14 2 0 5 11 10 13 9 ,0.0148184,139739.0
friendster,16,dense,27,0.0925624,2.20494,82.5557,0.941052,2314221307,0 12 8 10 9 13 11 14 3 1 2 15 6 7 5 4 ,0.0418693,171284.0
friendster,16,sparse,88,0.0947659,2.27887,53.3338,0.786064,1647697148,0 5 6 4 8 2 1 10 3 13 12 14 11 15 7 9 ,0.0400817,169336.0
friendster,16,dense,23,0.109253,2.26315,59.9271,1.07504,1532958367,12 13 9 11 10 14 7 6 15 0 1 2 3 5 8 4 ,0.0717157,189287.0
friendster,16,dense,67,0.508206,2.18604,75.0768,2.37217,567336360522,1 11 5 0 14 15 6 8 7 4 2 9 10 12 13 3 ,0.469969,692770.0
friendster,16,sparse,30,0.118337,2.13448,48.4554,1.23525,1233479831302,6 7 11 8 10 0 9 14 3 2 12 5 13 15 1 4 ,0.0438219,257430.0
friendster,16,dense,95,0.0831208,2.20542,26.0917,0.721169,1672780471130,3 1 0 4 5 2 6 8 9 7 10 12 15 14 11 13 ,0.0136409,134624.0
friendster,16,sparse,24,0.750517,2.10901,64.0693,5.60885,952170499885,4 1 3 8 6 0 7 2 10 9 12 5 11 15 14 13 ,0.689932,1332956.0
